Job Time (min),Dirty Rate (bpm),Pressure (psi),Slurry Total (bbls),Proppant Conc (ppg),Total Proppant (lbs),Friction Reducer (gpt)
80.86946,89.62,11155.27,6266.18,0.0,270731.34,3.01
80.88613000000001,89.61,11156.22,6267.52,0.0,270731.34,3.0
80.9028,89.56,11142.89,6268.94,0.0,270731.34,3.0
80.91946999999999,89.55,11162.62,6270.65,0.0,270731.34,3.0
80.93614000000001,89.59,11150.35,6271.99,0.0,270731.34,3.0
80.95281,89.57,11146.79,6273.4,0.0,270731.34,3.0
80.96948,89.57,11144.46,6275.12,0.0,270731.34,3.0
80.98615,89.59,11156.8,6276.46,0.0,270731.34,2.99
81.00282,89.53,11141.69,6277.87,0.0,270731.34,2.99
81.01949,89.5,11131.79,6279.58,0.0,270731.34,3.0
81.03616,89.57,11117.23,6280.92,0.0,270731.34,3.0
81.05283,89.6,11136.12,6282.34,0.0,270731.34,3.01
81.0695,89.66,11162.61,6284.05,0.0,270731.34,3.01
81.08617,89.78,11177.84,6285.4,0.0,270731.34,2.99
81.10284,89.94,11188.87,6286.82,0.0,270731.34,3.0
81.11950999999999,90.06,11199.57,6288.54,0.0,270731.34,3.0
81.13618000000001,89.92,11194.84,6289.89,0.0,270731.34,3.0
81.15285,89.81,11196.07,6291.31,0.0,270731.34,2.99
81.16953000000001,89.72,11192.71,6293.02,0.01,270731.5,2.99
81.1862,89.7,11168.6,6294.36,0.07,270733.41,3.0
81.20286999999999,89.7,11147.1,6295.78,0.16,270741.63,3.0
81.21954000000001,89.72,11139.0,6297.5,0.22,270755.44,2.99
81.23621,89.66,11126.22,6298.84,0.26,270772.5,2.99
81.25288,89.57,11116.73,6300.25,0.28,270791.69,3.0
81.26955,89.61,11117.84,6301.97,0.31,270812.97,3.0
81.28622,89.69,11118.87,6303.31,0.33,270835.66,2.99
81.30289,89.64,11117.95,6304.73,0.34,270859.34,2.99
81.31956,89.6,11131.81,6306.44,0.36,270884.31,2.99
81.33623,89.67,11157.1,6307.78,0.38,270910.69,2.99
81.3529,89.75,11152.32,6309.2,0.38,270938.06,3.0
81.36957,89.74,11151.47,6310.92,0.39,270965.66,3.0
81.38624,89.7,11164.83,6312.26,0.4,270994.0,3.01
81.40290999999999,89.72,11153.21,6313.68,0.4,271022.91,3.01
81.41958000000001,89.68,11140.29,6315.39,0.41,271051.94,2.99
81.43625,89.73,11137.55,6316.73,0.42,271081.38,2.99
81.45291999999999,89.72,11111.11,6318.15,0.42,271111.03,3.01
81.46959,89.69,11108.02,6319.87,0.43,271141.03,3.01
81.48626,89.62,11089.5,6321.21,0.42,271170.94,3.01
81.50293,89.59,11093.3,6322.63,0.42,271200.81,3.01
81.5196,89.57,11109.47,6324.34,0.43,271231.03,3.02
81.53627,89.58,11141.16,6325.68,0.43,271261.5,3.02
81.55294,89.64,11155.02,6327.1,0.42,271291.84,3.02
81.56961,89.62,11171.32,6328.81,0.42,271321.91,3.02
81.58628,89.63,11187.8,6330.15,0.43,271352.34,3.01
81.60295,89.7,11190.81,6331.57,0.43,271383.0,3.01
81.61962,89.72,11167.12,6333.28,0.43,271413.63,3.01
81.63629,89.66,11168.73,6334.62,0.43,271444.0,3.01
81.65296,89.59,11160.16,6336.04,0.43,271474.34,3.01
81.66963,89.59,11147.19,6337.75,0.43,271504.97,3.01
81.6863,89.57,11114.29,6339.09,0.43,271535.59,3.01
81.70297,89.59,11105.23,6340.51,0.43,271566.25,3.01
81.71964,89.53,11081.54,6342.22,0.42,271596.59,3.01
81.73631,89.5,11078.91,6343.56,0.43,271627.16,3.01
81.75298000000001,89.57,11073.42,6344.98,0.43,271657.88,2.99
81.76965,89.55,11077.42,6346.69,0.43,271688.69,3.0
81.78631999999999,89.49,11088.31,6348.03,0.43,271719.31,3.02
81.80299000000001,89.51,11108.1,6349.45,0.43,271749.78,3.02
81.81966,89.59,11120.46,6351.16,0.44,271780.5,3.01
81.83633,89.6,11152.49,6352.5,0.43,271811.25,3.01
81.85300000000001,89.62,11166.32,6353.92,0.43,271842.03,3.01
81.86967,89.6,11163.02,6355.63,0.43,271872.56,3.01
81.88634,89.63,11157.92,6356.97,0.43,271903.31,3.01
81.90302,89.68,11134.65,6358.39,0.44,271934.28,3.0
81.91969,89.73,11108.18,6360.1,0.44,271965.31,2.99
81.93636,89.73,11093.05,6361.45,0.43,271996.03,2.99
81.95303,89.72,11071.65,6362.87,0.43,272026.41,3.0
81.9697,89.68,11074.87,6364.58,0.44,272057.06,3.0
81.98637,89.62,11058.49,6365.92,0.43,272087.91,3.01
82.00304,89.59,11060.93,6367.34,0.43,272118.72,3.02
82.01971,89.59,11069.48,6369.05,0.43,272149.25,3.01
82.03638000000001,89.6,11092.47,6370.39,0.43,272179.75,3.01
82.05305,89.63,11117.89,6371.82,0.44,272210.63,3.02
82.06971999999999,89.66,11137.25,6373.52,0.44,272241.66,3.02
82.08639000000001,89.61,11142.5,6374.87,0.43,272272.34,3.01
82.10306,89.69,11177.99,6376.29,0.43,272302.81,3.01
82.11973,89.78,11164.94,6378.0,0.43,272333.44,3.02
82.1364,89.79,11132.57,6379.34,0.43,272364.16,3.02
82.15307,89.73,11121.73,6380.77,0.43,272394.91,3.01
82.16974,89.73,11109.04,6382.47,0.43,272425.41,3.01
82.18641,89.75,11095.23,6383.82,0.43,272456.0,3.02
82.20308,89.75,11102.47,6385.24,0.43,272486.78,3.02
82.21975,89.74,11090.35,6386.95,0.43,272517.56,3.01
82.23642,89.81,11096.35,6388.3,0.43,272548.34,3.0
82.25309,89.85,11083.05,6389.72,0.43,272578.97,3.0
82.26975999999999,89.81,11102.36,6391.43,0.44,272609.69,3.0
82.28643000000001,89.74,11099.07,6392.78,0.43,272640.56,3.01
82.3031,89.69,11117.22,6394.2,0.43,272671.25,3.01
82.31976999999999,89.79,11126.21,6395.91,0.43,272701.69,3.0
82.33644,89.83,11106.86,6397.25,0.43,272732.28,3.0
82.35311,89.83,11102.53,6398.68,0.44,272763.09,2.99
82.36978,89.87,11098.75,6400.39,0.44,272793.88,2.99
82.38645,89.94,11081.1,6401.74,0.43,272824.5,3.02
82.40312,89.97,11079.91,6403.17,0.44,272854.97,3.01
82.41979,89.88,11071.68,6404.88,0.44,272885.66,3.0
82.43646,89.85,11091.22,6406.22,0.44,272916.5,3.0
82.45313,89.81,11083.7,6407.65,0.44,272947.41,3.0
82.4698,89.72,11093.85,6409.36,0.43,272978.06,3.0
82.48647,89.69,11073.68,6410.7,0.44,273008.78,3.0
82.50314,89.67,11096.48,6412.13,0.44,273039.75,3.0
82.51980999999999,89.77,11124.3,6413.83,0.44,273070.59,2.99
82.53648000000001,89.83,11121.83,6415.18,0.44,273101.28,2.99
82.55315,89.81,11116.63,6416.61,0.44,273131.88,3.0
82.56981999999999,89.74,11129.13,6418.31,0.45,273162.59,3.0
82.58649,89.81,11102.3,6419.66,0.45,273193.5,3.01
82.60316,89.86,11102.82,6421.09,0.44,273224.16,3.0
82.61983000000001,89.85,11083.53,6422.79,0.44,273254.53,2.99
82.63651,89.83,11080.33,6424.14,0.44,273285.06,2.99
82.65318,89.86,11063.9,6425.57,0.45,273315.72,3.0
82.66985,89.86,11076.43,6427.27,0.45,273346.44,3.0
82.68652,89.86,11072.66,6428.62,0.44,273376.97,3.01
82.70319,89.86,11094.32,6430.05,0.44,273407.31,3.01
82.71986,89.85,11116.57,6431.76,0.45,273437.94,3.0
82.73653,89.81,11123.28,6433.1,0.44,273468.47,3.0
82.7532,89.75,11128.92,6434.53,0.44,273498.88,2.99
82.76987,89.75,11136.65,6436.24,0.44,273529.22,2.99
82.78654,89.72,11116.96,6437.58,0.45,273559.88,3.0
82.80320999999999,89.7,11122.38,6439.01,0.45,273590.66,3.0
82.81988,89.73,11106.45,6440.71,0.45,273621.47,3.0
82.83655,89.73,11078.5,6442.06,0.44,273652.03,3.0
82.85322,89.77,11053.46,6443.49,0.45,273682.56,3.0
82.86989,89.85,11033.58,6445.19,0.45,273713.34,3.0
82.88656,89.83,11039.38,6446.54,0.45,273744.13,2.99
82.90323000000001,89.83,11040.8,6447.97,0.44,273774.75,2.99
82.9199,89.86,11045.03,6449.68,0.44,273805.16,3.0
82.93656999999999,89.85,11064.21,6451.02,0.45,273835.75,2.99
82.95324000000001,89.81,11085.9,6452.45,0.45,273866.56,3.0
82.96991,89.73,11111.99,6454.16,0.45,273897.25,3.0
82.98658,89.73,11101.95,6455.5,0.44,273927.84,3.01
83.00325,89.72,11112.56,6456.93,0.45,273958.38,3.0
83.01992,89.68,11090.29,6458.63,0.45,273989.22,3.0
83.03659,89.62,11065.51,6459.98,0.45,274020.16,3.0
83.05326,89.62,11046.24,6461.4,0.45,274051.0,3.01
83.06993,89.7,11034.3,6463.11,0.44,274081.59,3.01
83.0866,89.73,11031.99,6464.45,0.45,274112.25,3.0
83.10327,89.74,11046.64,6465.88,0.45,274143.09,3.0
83.11994,89.79,11041.45,6467.58,0.45,274173.91,2.99
83.13661,89.81,11050.9,6468.93,0.44,274204.56,2.99
83.15328000000001,89.75,11055.32,6470.36,0.45,274235.13,3.01
83.16995,89.73,11073.7,6472.06,0.45,274266.09,3.0
83.18661999999999,89.76,11080.26,6473.4,0.45,274297.13,2.99
83.20329,89.78,11087.23,6474.83,0.44,274327.88,2.99
83.21996,89.79,11076.88,6476.54,0.44,274358.41,2.99
83.23663,89.83,11057.28,6477.88,0.45,274389.13,2.99
83.2533,89.84,11027.08,6479.32,0.45,274420.0,3.0
83.26997,89.88,11018.57,6481.02,0.45,274450.84,3.0
83.28664,89.88,11018.34,6482.37,0.44,274481.41,3.0
83.30331,89.86,11017.33,6483.8,0.44,274512.0,3.0
83.31998,89.84,11026.46,6485.5,0.44,274542.81,2.98
83.33665,89.76,11021.92,6486.85,0.44,274573.59,2.99
83.35332,89.67,11027.2,6488.28,0.43,274604.06,3.0
83.37,89.66,11049.14,6489.98,0.43,274634.44,3.0
83.38667,89.74,11065.19,6491.32,0.44,274665.03,3.0
83.40334,89.79,11090.98,6492.76,0.44,274695.72,3.0
83.42000999999999,89.75,11094.09,6494.46,0.44,274726.44,3.0
83.43668000000001,89.75,11093.07,6495.8,0.44,274756.94,3.0
83.45335,89.7,11082.05,6497.23,0.44,274787.41,3.0
83.47001999999999,89.64,11064.62,6498.93,0.44,274818.03,3.0
83.48669,89.75,11046.02,6500.28,0.44,274848.59,2.99
83.50336,89.83,11029.98,6501.71,0.43,274879.16,2.99
83.52003,89.83,11016.21,6503.41,0.43,274909.47,3.0
83.5367,89.86,11031.94,6504.76,0.44,274939.94,3.0
83.55337,89.86,11014.92,6506.19,0.44,274970.72,3.01
83.57004,89.88,11010.26,6507.9,0.44,275001.47,3.01
83.58671,89.88,11006.99,6509.24,0.43,275032.0,3.01
83.60338,89.84,11025.06,6510.68,0.44,275062.38,3.0
83.62005,89.8,11037.89,6512.38,0.44,275093.06,3.0
83.63672,89.81,11053.86,6513.72,0.44,275123.88,3.0
83.65339,89.85,11063.16,6515.16,0.43,275154.5,3.01
83.67005999999999,89.83,11057.45,6516.86,0.43,275184.88,3.01
83.68673000000001,89.85,11044.17,6518.21,0.43,275215.44,3.0
83.7034,89.93,11022.15,6519.64,0.44,275246.22,3.0
83.72006999999999,89.93,11010.7,6521.35,0.44,275277.09,2.99
83.73674,89.93,11010.0,6522.69,0.43,275307.88,3.0
83.75341,90.03,10987.66,6524.13,0.43,275338.38,3.01
83.77008000000001,89.98,10974.54,6525.84,0.44,275369.06,3.01
83.78675,89.94,10979.21,6527.18,0.44,275399.94,3.0
83.80341999999999,89.87,10986.81,6528.62,0.43,275430.66,3.0
83.82009000000001,89.83,10998.62,6530.32,0.43,275461.13,2.99
83.83676,89.86,11009.28,6531.66,0.44,275491.72,2.99
83.85343,89.86,11022.07,6533.1,0.44,275522.53,2.96
83.8701,89.86,11029.57,6534.8,0.44,275553.31,2.98
83.88677,89.85,11048.6,6536.15,0.43,275583.88,3.02
83.90344,89.84,11042.17,6537.58,0.43,275614.41,3.01
83.92011,89.88,11009.86,6539.28,0.44,275645.19,3.0
83.93678,89.86,10984.55,6540.63,0.44,275676.03,3.01
83.95345,89.79,10970.23,6542.07,0.43,275706.78,3.02
83.97012,89.85,10962.78,6543.77,0.43,275737.31,3.01
83.98679,89.81,10977.93,6545.11,0.44,275768.13,3.0
84.00346,89.76,10973.57,6546.55,0.44,275799.06,3.0
84.02013000000001,89.79,10982.33,6548.25,0.44,275829.97,3.0
84.0368,89.82,10987.79,6549.59,0.43,275860.69,3.0
84.05346999999999,89.81,11003.12,6551.03,0.43,275891.34,3.0
84.07014000000001,89.82,11005.13,6552.73,0.43,275922.13,3.0
84.08681,89.8,11033.06,6554.07,0.43,275952.84,2.99
84.10349000000001,89.81,11028.65,6555.51,0.43,275983.41,2.99
84.12016,89.86,11034.67,6557.21,0.43,276013.69,3.01
84.13683,89.88,11023.45,6558.55,0.43,276044.13,3.0
84.1535,89.86,11016.42,6559.99,0.43,276074.69,3.0
84.17017,89.88,10998.88,6561.69,0.43,276105.31,2.99
84.18684,89.88,10991.23,6563.04,0.43,276135.81,3.0
84.20351,89.86,10976.93,6564.48,0.43,276166.16,2.99
84.22018,89.85,10967.65,6566.18,0.43,276196.72,2.99
84.23685,89.83,10970.05,6567.52,0.44,276227.69,2.99
84.25352,89.82,10998.78,6568.96,0.43,276258.75,3.0
84.27019,89.8,10999.13,6570.66,0.43,276289.66,3.0
84.28686,89.79,11027.78,6572.0,0.43,276320.41,3.02
84.30353000000001,89.85,11035.62,6573.44,0.43,276351.09,3.01
84.3202,89.93,11032.48,6575.14,0.44,276381.91,3.01
84.33686999999999,89.92,11023.46,6576.49,0.43,276412.66,3.01
84.35354,89.87,11018.79,6577.93,0.44,276443.31,2.99
84.37021,89.82,10999.04,6579.63,0.44,276474.16,3.0
84.38688,89.8,10993.12,6580.97,0.43,276504.84,3.01
84.40355,89.79,10970.16,6582.41,0.43,276535.44,3.01
84.42022,89.73,10962.53,6584.1,0.43,276565.94,3.01
84.43689,89.73,10961.61,6585.45,0.44,276596.59,3.01
84.45356,89.76,10976.59,6586.89,0.44,276627.34,3.0
84.47023,89.79,10973.24,6588.58,0.44,276658.06,3.0
84.4869,89.8,11002.35,6589.93,0.43,276688.56,3.0
84.50357,89.95,11018.63,6591.37,0.44,276719.19,3.0
84.52024,89.91,11021.04,6593.07,0.44,276750.0,2.98
84.53690999999999,89.85,11022.83,6594.41,0.44,276780.84,3.0
84.55358000000001,89.94,11020.8,6595.86,0.44,276811.53,3.0
84.57025,89.95,11003.1,6597.56,0.44,276842.19,3.0
84.58691999999999,89.91,10998.4,6598.9,0.44,276872.97,2.99
84.60359,89.8,10971.21,6600.34,0.44,276903.88,2.99
84.62026,89.82,10936.93,6602.04,0.44,276934.78,2.99
84.63693,89.9,10930.27,6603.38,0.44,276965.47,2.99
84.6536,89.97,10914.76,6604.83,0.44,276996.16,3.01
84.67027,90.0,10910.91,6606.53,0.44,277026.88,3.0
84.68694,90.05,10930.88,6607.87,0.44,277057.38,2.99
84.70361,90.09,10944.24,6609.32,0.43,277087.81,2.99
84.72028,89.99,10967.63,6611.02,0.44,277118.25,3.0
84.73695,89.91,10981.81,6612.36,0.44,277148.97,3.0
84.75362,89.82,11000.98,6613.81,0.44,277179.75,3.02
84.77029,89.79,11000.92,6615.5,0.44,277210.5,3.01
84.78696,89.85,10997.9,6616.84,0.44,277241.13,3.0
84.80363,89.83,10989.68,6618.28,0.44,277271.69,3.0
84.8203,89.84,10996.91,6619.98,0.44,277302.16,3.01
84.83698000000001,89.86,10986.66,6621.32,0.44,277332.66,3.01
84.85365,89.86,10946.82,6622.77,0.44,277363.25,3.0
84.87031999999999,89.84,10935.88,6624.46,0.44,277393.81,3.0
84.88699,89.79,10948.51,6625.81,0.44,277424.41,3.0
84.90366,89.77,10946.98,6627.25,0.45,277455.16,3.0
84.92033,89.87,10963.64,6628.94,0.45,277485.94,3.0
84.93700000000001,89.94,10975.55,6630.29,0.45,277516.66,3.0
84.95366999999999,89.95,10990.01,6631.74,0.45,277547.31,2.98
84.97034000000001,89.9,10990.12,6633.43,0.44,277577.97,2.99
84.98701,89.87,10992.78,6634.78,0.44,277608.59,3.0
85.00368,89.83,10986.77,6636.22,0.44,277639.34,3.0
85.02035,89.81,10994.74,6637.91,0.44,277670.0,3.01
85.03702,89.75,10970.0,6639.25,0.44,277700.63,3.01
85.05369,89.77,10965.98,6640.7,0.44,277731.16,3.01
85.07036,89.86,10936.25,6642.39,0.45,277761.84,3.0
85.08703,89.86,10923.35,6643.74,0.45,277792.59,3.0
85.1037,89.86,10910.04,6645.18,0.44,277823.28,3.0
85.12037,89.88,10920.35,6646.88,0.44,277853.97,3.0
85.13704,89.88,10908.69,6648.22,0.45,277884.69,3.0
85.15371,89.86,10912.24,6649.66,0.44,277915.5,3.0
85.17038000000001,89.86,10935.57,6651.36,0.44,277946.06,3.0
85.18705,89.86,10951.72,6652.7,0.44,277976.69,3.02
85.20371999999999,89.86,10954.73,6654.15,0.44,278007.31,3.02
85.22039000000001,89.89,10958.66,6655.84,0.44,278037.91,3.0
85.23706,89.92,10932.39,6657.19,0.44,278068.5,3.0
85.25373,89.97,10935.63,6658.63,0.44,278099.19,2.99
85.2704,89.97,10929.85,6660.33,0.44,278129.91,2.99
85.28707,89.9,10936.57,6661.68,0.44,278160.5,3.0
85.30374,89.84,10912.45,6663.12,0.44,278191.22,3.0
85.32041,89.78,10915.51,6664.81,0.44,278222.0,3.0
85.33708,89.7,10909.87,6666.16,0.44,278252.91,3.0
85.35375,89.71,10917.88,6667.6,0.44,278283.59,3.01
85.37042,89.77,10918.85,6669.29,0.44,278314.25,3.01
85.38709,89.86,10936.2,6670.63,0.44,278344.84,2.99
85.40375999999999,89.83,10944.73,6672.08,0.44,278375.56,3.0
85.42043000000001,89.77,10947.3,6673.77,0.44,278406.16,3.01
85.4371,89.84,10949.29,6675.12,0.44,278436.75,3.01
85.45376999999999,89.86,10952.31,6676.56,0.44,278467.47,3.0
85.47044,89.88,10943.03,6678.25,0.44,278498.19,3.0
85.48711,89.86,10942.22,6679.6,0.44,278528.91,2.99
85.50378,89.88,10917.93,6681.04,0.44,278559.53,2.99
85.52045,89.86,10922.44,6682.73,0.44,278590.31,2.99
85.53712,89.86,10914.27,6684.08,0.44,278621.09,3.0
85.55379,89.85,10922.9,6685.53,0.44,278651.88,3.0
85.57047,89.83,10923.22,6687.22,0.44,278682.63,2.99
85.58714,89.84,10942.38,6688.56,0.44,278713.41,3.01
85.60381,89.86,10965.53,6690.01,0.44,278744.31,3.01
85.62048,89.88,10977.82,6691.7,0.44,278775.13,3.0
85.63715,89.86,10980.27,6693.05,0.44,278805.94,3.0
85.65382,89.81,10988.24,6694.49,0.44,278836.66,3.0
85.67049,89.82,10970.11,6696.18,0.44,278867.31,3.0
85.68715999999999,89.79,10951.75,6697.53,0.43,278897.97,3.01
85.70383000000001,89.84,10925.69,6698.97,0.43,278928.59,3.01
85.7205,89.86,10925.1,6700.66,0.43,278958.91,3.01
85.73716999999999,89.88,10909.8,6702.01,0.43,278989.34,3.0
85.75384,89.86,10910.81,6703.46,0.43,279020.0,2.99
85.77051,89.77,10930.72,6705.15,0.43,279050.66,2.99
85.78718,89.73,10935.58,6706.49,0.43,279081.22,3.0
85.80385,89.74,10961.19,6707.94,0.43,279111.88,3.0
85.82052,89.82,10972.96,6709.62,0.44,279142.66,2.99
85.83719,89.86,10984.21,6710.97,0.43,279173.38,2.99
85.85386,89.85,10994.1,6712.42,0.43,279204.0,2.99
85.87053,89.84,10994.48,6714.11,0.43,279234.53,2.99
85.8872,89.85,10990.14,6715.45,0.43,279265.25,3.0
85.90387,89.84,10986.54,6716.9,0.43,279295.94,3.0
85.92054,89.84,10990.25,6718.59,0.43,279326.5,3.0
85.93721,89.8,10960.12,6719.94,0.43,279357.09,3.0
85.95388,89.82,10932.97,6721.38,0.43,279387.63,3.0
85.97055,89.85,10944.58,6723.07,0.44,279418.44,3.0
85.98722,89.84,10928.83,6724.42,0.43,279449.16,3.0
86.00389,89.86,10952.33,6725.87,0.43,279479.75,3.0
86.02056,89.84,10964.65,6727.56,0.43,279510.31,3.01
86.03723000000001,89.81,10985.27,6728.9,0.43,279541.06,3.01
86.0539,89.85,10997.0,6730.35,0.43,279571.91,3.0
86.07056999999999,89.9,11001.67,6732.04,0.43,279602.59,3.0
86.08724000000001,89.79,10993.65,6733.38,0.43,279633.19,3.0
86.10391,89.75,10984.64,6734.83,0.43,279663.69,3.01
86.12058,89.84,10976.74,6736.52,0.44,279694.38,3.01
86.13725,89.85,10954.29,6737.87,0.44,279725.19,3.01
86.15392,89.8,10938.3,6739.32,0.43,279755.84,3.0
86.17059,89.73,10947.41,6741.0,0.43,279786.41,3.0
86.18726,89.73,10961.18,6742.35,0.43,279816.91,3.01
86.20393,89.7,10973.91,6743.79,0.43,279847.41,3.01
86.2206,89.63,10982.97,6745.48,0.44,279878.09,3.0
86.23727,89.67,10993.43,6746.82,0.44,279908.81,3.0
86.25394,89.76,10995.74,6748.27,0.44,279939.41,3.01
86.27060999999999,89.79,11006.75,6749.95,0.44,279970.03,3.01
86.28728000000001,89.81,10998.13,6751.3,0.44,280000.63,3.0
86.30396,89.76,11007.71,6752.75,0.44,280031.25,3.0
86.32063000000001,89.79,10995.77,6754.43,0.44,280061.88,3.01
86.3373,89.81,10982.88,6755.78,0.44,280092.5,3.01
86.35396999999999,89.77,10973.48,6757.23,0.44,280123.19,3.0
86.37064000000001,89.84,10961.08,6758.92,0.44,280153.94,3.0
86.38731,89.85,10948.33,6760.26,0.44,280184.59,3.01
86.40398,89.8,10949.28,6761.71,0.44,280215.28,3.0
86.42065,89.74,10942.77,6763.4,0.44,280246.06,3.0
86.43732,89.82,10942.64,6764.74,0.44,280276.88,3.0
86.45399,89.86,10972.25,6766.19,0.44,280307.66,3.0
86.47066,89.84,11007.37,6767.88,0.44,280338.16,3.0
86.48733,89.76,11005.24,6769.22,0.44,280368.81,2.99
86.50399999999999,89.73,11021.57,6770.67,0.44,280399.69,2.99
86.52067,89.73,11033.1,6772.35,0.44,280430.38,2.98
86.53734,89.76,11022.06,6773.7,0.44,280460.91,2.99
86.55400999999999,89.79,11006.54,6775.15,0.44,280491.38,3.0
86.57068000000001,89.83,10992.95,6776.83,0.45,280522.0,3.0
86.58735,89.81,10967.42,6778.18,0.44,280552.72,3.0
86.60401999999999,89.74,10959.28,6779.63,0.44,280583.38,3.0
86.62069,89.71,10947.22,6781.31,0.44,280613.91,3.01
86.63736,89.65,10943.5,6782.65,0.44,280644.56,3.01
86.65403,89.69,10952.63,6784.1,0.45,280675.38,2.99
86.6707,89.74,10975.38,6785.79,0.45,280706.28,3.0
86.68737,89.76,10983.26,6787.13,0.44,280737.06,3.01
86.70404,89.7,11001.49,6788.58,0.45,280767.63,3.01
86.72071,89.65,11017.11,6790.26,0.45,280798.34,3.0
86.73738,89.72,11025.43,6791.61,0.45,280829.22,3.0
86.75405,89.72,11029.46,6793.06,0.44,280859.81,3.0
86.77072,89.8,11037.26,6794.74,0.44,280890.09,3.0
86.78739,89.85,11028.53,6796.08,0.44,280920.63,3.0
86.80405999999999,89.8,11031.84,6797.54,0.44,280951.41,3.0
86.82073000000001,89.72,11028.13,6799.22,0.44,280982.06,3.0
86.8374,89.69,11003.76,6800.56,0.44,281012.75,3.0
86.85407,89.7,10998.13,6802.01,0.44,281043.31,3.01
86.87074,89.76,11015.61,6803.7,0.44,281073.94,3.01
86.88741,89.7,11008.9,6805.04,0.44,281104.5,3.0
86.90408000000001,89.71,11020.53,6806.49,0.44,281135.13,3.0
86.92075,89.73,11020.21,6808.17,0.44,281165.78,3.0
86.93741999999999,89.73,11035.24,6809.51,0.44,281196.59,3.0
86.95409000000001,89.75,11042.1,6810.97,0.44,281227.38,2.99
86.97076,89.85,11040.12,6812.65,0.44,281258.0,2.99
86.98743,89.95,11027.29,6814.0,0.44,281288.63,2.99
87.0041,90.04,11032.7,6815.46,0.44,281319.16,2.99
87.02077,89.96,11009.12,6817.14,0.44,281349.84,2.99
87.03745,89.89,11017.73,6818.49,0.44,281380.59,3.0
87.05412,89.89,11007.02,6819.94,0.44,281411.22,3.0
87.07079,89.74,11013.15,6821.62,0.44,281441.72,3.0
87.08746,89.74,11010.84,6822.97,0.44,281472.38,3.01
87.10413,89.79,11010.72,6824.42,0.44,281503.09,3.01
87.1208,89.82,10995.95,6826.1,0.44,281533.94,3.01
87.13747,89.79,11000.69,6827.45,0.44,281564.75,3.01
87.15414,89.75,11019.78,6828.9,0.44,281595.38,3.0
87.17081,89.72,11036.39,6830.58,0.44,281626.16,3.0
87.18748000000001,89.61,11047.87,6831.92,0.44,281656.88,3.01
87.20415,89.59,11043.76,6833.38,0.44,281687.53,3.01
87.22081999999999,89.68,11020.86,6835.06,0.43,281718.0,3.01
87.23749000000001,89.68,11016.09,6836.4,0.44,281748.44,3.01
87.25416,89.61,10992.71,6837.85,0.44,281779.13,3.0
87.27083,89.6,10988.41,6839.53,0.44,281809.88,3.0
87.2875,89.63,10978.98,6840.87,0.43,281840.53,2.99
87.30417,89.64,10987.38,6842.32,0.44,281871.0,2.99
87.32084,89.56,10991.52,6844.0,0.44,281901.66,2.99
87.33751,89.65,11015.32,6845.34,0.43,281932.25,2.99
87.35418,89.73,11013.82,6846.8,0.43,281962.75,2.99
87.37085,89.73,11038.47,6848.48,0.43,281993.25,2.99
87.38752,89.73,11073.82,6849.82,0.43,282023.75,3.01
87.40419,89.72,11091.93,6851.27,0.43,282054.34,3.01
87.42086,89.68,11091.0,6852.95,0.43,282084.88,3.0
87.43753000000001,89.61,11086.24,6854.29,0.43,282115.25,3.0
87.4542,89.57,11067.03,6855.75,0.43,282145.72,3.0
87.47086999999999,89.5,11062.55,6857.42,0.44,282176.31,3.0
87.48754,89.56,11040.31,6858.76,0.43,282206.94,2.99
87.50421,89.59,11024.84,6860.21,0.43,282237.53,2.99
87.52088,89.59,11005.98,6861.89,0.43,282268.03,3.0
87.53755,89.59,11016.21,6863.23,0.43,282298.41,3.0
87.55422,89.63,11043.69,6864.69,0.43,282329.16,3.0
87.57089,89.76,11057.08,6866.37,0.43,282359.91,3.0
87.58756,89.78,11076.0,6867.71,0.43,282390.53,3.01
87.60423,89.73,11081.37,6869.17,0.44,282421.22,3.0
87.6209,89.73,11080.33,6870.84,0.44,282452.0,2.99
87.63757,89.73,11100.97,6872.19,0.43,282482.69,3.0
87.65424,89.73,11095.67,6873.64,0.43,282513.25,3.01
87.67090999999999,89.73,11075.42,6875.32,0.43,282543.84,3.01
87.68758000000001,89.73,11063.5,6876.66,0.44,282574.66,3.0
87.70425,89.72,11045.71,6878.12,0.43,282605.47,3.0
87.72091999999999,89.68,11040.11,6879.8,0.44,282636.25,3.01
87.73759,89.63,11037.24,6881.14,0.43,282666.94,3.0
87.75426,89.71,11017.27,6882.6,0.43,282697.44,2.99
87.77094,89.82,11023.51,6884.27,0.44,282728.03,2.99
87.78761,89.78,11021.24,6885.62,0.43,282758.72,3.0
87.80428,89.73,11033.21,6887.07,0.43,282789.19,3.0
87.82095,89.73,11038.1,6888.75,0.43,282819.53,2.99
87.83762,89.73,11049.87,6890.09,0.43,282850.13,2.99
87.85429,89.73,11056.71,6891.55,0.43,282880.88,3.0
87.87096,89.73,11068.91,6893.23,0.43,282911.59,3.0
87.88763,89.72,11066.55,6894.57,0.43,282942.09,3.01
87.9043,89.71,11042.59,6896.03,0.44,282972.72,3.01
87.92097,89.74,11030.47,6897.7,0.44,283003.59,2.99
87.93764,89.8,11024.1,6899.05,0.44,283034.53,2.99
87.95430999999999,89.86,11023.98,6900.51,0.43,283065.31,3.01
